img_name,id,class_name,x,y,width,height
frame_4006_2.jpg,23,Road narrowing on the right,0.569010,0.620833,0.016146,0.028704
frame_4006_2.jpg,1,Green light (Go),0.817708,0.493519,0.021875,0.101852
frame_4006_2.jpg,1,Green light (Go),0.477865,0.291667,0.030729,0.146296
frame_4006_2.jpg,34,Overview of lanes,0.597396,0.297685,0.044792,0.050926
frame_4006_2.jpg,29,Truck prohibited,0.810417,0.585648,0.030208,0.050926
frame_4006_3.jpg,23,Road narrowing on the right,0.569010,0.620833,0.016146,0.028704
frame_4006_3.jpg,1,Green light (Go),0.817708,0.493519,0.021875,0.101852
frame_4006_3.jpg,1,Green light (Go),0.477865,0.291667,0.030729,0.146296
frame_4006_3.jpg,34,Overview of lanes,0.597396,0.297685,0.044792,0.050926
frame_4006_3.jpg,29,Truck prohibited,0.810417,0.585648,0.030208,0.050926
frame_4006_5.jpg,23,Road narrowing on the right,0.569010,0.620833,0.016146,0.028704
frame_4006_5.jpg,1,Green light (Go),0.817708,0.493519,0.021875,0.101852
frame_4006_5.jpg,1,Green light (Go),0.477865,0.291667,0.030729,0.146296
frame_4006_5.jpg,34,Overview of lanes,0.597396,0.297685,0.044792,0.050926
frame_4006_5.jpg,29,Truck prohibited,0.810417,0.585648,0.030208,0.050926
frame_4006_6.jpg,23,Road narrowing on the right,0.569010,0.620833,0.016146,0.028704
frame_4006_6.jpg,1,Green light (Go),0.817708,0.493519,0.021875,0.101852
frame_4006_6.jpg,1,Green light (Go),0.477865,0.291667,0.030729,0.146296
frame_4006_6.jpg,34,Overview of lanes,0.597396,0.297685,0.044792,0.050926
frame_4006_6.jpg,29,Truck prohibited,0.810417,0.585648,0.030208,0.050926
frame_4006_8.jpg,23,Road narrowing on the right,0.569010,0.620833,0.016146,0.028704
frame_4006_8.jpg,1,Green light (Go),0.817708,0.493519,0.021875,0.101852
frame_4006_8.jpg,1,Green light (Go),0.477865,0.291667,0.030729,0.146296
frame_4006_8.jpg,34,Overview of lanes,0.597396,0.297685,0.044792,0.050926
frame_4006_8.jpg,29,Truck prohibited,0.810417,0.585648,0.030208,0.050926
frame_4007.jpg,23,Road narrowing on the right,0.610417,0.597222,0.021875,0.033333
frame_4007_2.jpg,23,Road narrowing on the right,0.610417,0.597222,0.021875,0.033333
frame_4007_3.jpg,23,Road narrowing on the right,0.610417,0.597222,0.021875,0.033333
frame_4007_5.jpg,23,Road narrowing on the right,0.610417,0.597222,0.021875,0.033333
frame_4007_6.jpg,23,Road narrowing on the right,0.610417,0.597222,0.021875,0.033333
frame_4007_8.jpg,23,Road narrowing on the right,0.610417,0.597222,0.021875,0.033333
frame_4008.jpg,23,Road narrowing on the right,0.636979,0.550463,0.023958,0.036111
frame_4008_2.jpg,23,Road narrowing on the right,0.636979,0.550463,0.023958,0.036111
frame_4008_3.jpg,23,Road narrowing on the right,0.636979,0.550463,0.023958,0.036111
frame_4008_5.jpg,23,Road narrowing on the right,0.636979,0.550463,0.023958,0.036111
frame_4008_6.jpg,23,Road narrowing on the right,0.636979,0.550463,0.023958,0.036111
frame_4008_8.jpg,23,Road narrowing on the right,0.636979,0.550463,0.023958,0.036111
frame_4009.jpg,23,Road narrowing on the right,0.678385,0.469907,0.031771,0.054630
frame_4009_2.jpg,23,Road narrowing on the right,0.678385,0.469907,0.031771,0.054630
frame_4009_3.jpg,23,Road narrowing on the right,0.678385,0.469907,0.031771,0.054630
frame_4009_5.jpg,23,Road narrowing on the right,0.678385,0.469907,0.031771,0.054630
frame_4009_6.jpg,23,Road narrowing on the right,0.678385,0.469907,0.031771,0.054630
frame_4009_8.jpg,23,Road narrowing on the right,0.678385,0.469907,0.031771,0.054630
frame_400_2.jpg,20,Turning left prohibited,0.210417,0.293056,0.040625,0.067593
frame_400_3.jpg,20,Turning left prohibited,0.210417,0.293056,0.040625,0.067593
frame_400_5.jpg,20,Turning left prohibited,0.210417,0.293056,0.040625,0.067593
frame_400_6.jpg,20,Turning left prohibited,0.210417,0.293056,0.040625,0.067593
frame_400_8.jpg,20,Turning left prohibited,0.210417,0.293056,0.040625,0.067593
frame_401.jpg,20,Turning left prohibited,0.090104,0.206944,0.055208,0.089815
frame_4010.jpg,23,Road narrowing on the right,0.789583,0.527315,0.055208,0.082407
frame_4010_2.jpg,23,Road narrowing on the right,0.789583,0.527315,0.055208,0.082407
frame_4010_3.jpg,23,Road narrowing on the right,0.789583,0.527315,0.055208,0.082407
frame_4010_5.jpg,23,Road narrowing on the right,0.789583,0.527315,0.055208,0.082407
frame_4010_6.jpg,23,Road narrowing on the right,0.789583,0.527315,0.055208,0.082407
frame_4010_8.jpg,23,Road narrowing on the right,0.789583,0.527315,0.055208,0.082407
frame_401_2.jpg,20,Turning left prohibited,0.090104,0.206944,0.055208,0.089815
frame_401_3.jpg,20,Turning left prohibited,0.090104,0.206944,0.055208,0.089815
frame_401_5.jpg,20,Turning left prohibited,0.090104,0.206944,0.055208,0.089815
frame_401_6.jpg,20,Turning left prohibited,0.090104,0.206944,0.055208,0.089815
frame_401_8.jpg,20,Turning left prohibited,0.090104,0.206944,0.055208,0.089815
frame_4020.jpg,33,Speed 50 km/hr,0.581771,0.690278,0.007292,0.015741
frame_4020.jpg,46,Shared path (cyclists-pedestrian),0.581771,0.674074,0.009375,0.016667
frame_4020_2.jpg,33,Speed 50 km/hr,0.581771,0.690278,0.007292,0.015741
frame_4020_2.jpg,46,Shared path (cyclists-pedestrian),0.581771,0.674074,0.009375,0.016667
frame_4020_3.jpg,33,Speed 50 km/hr,0.581771,0.690278,0.007292,0.015741
frame_4020_3.jpg,46,Shared path (cyclists-pedestrian),0.581771,0.674074,0.009375,0.016667
frame_4020_5.jpg,33,Speed 50 km/hr,0.581771,0.690278,0.007292,0.015741
frame_4020_5.jpg,46,Shared path (cyclists-pedestrian),0.581771,0.674074,0.009375,0.016667
frame_4020_6.jpg,33,Speed 50 km/hr,0.581771,0.690278,0.007292,0.015741
frame_4020_6.jpg,46,Shared path (cyclists-pedestrian),0.581771,0.674074,0.009375,0.016667
frame_4020_8.jpg,33,Speed 50 km/hr,0.581771,0.690278,0.007292,0.015741
frame_4020_8.jpg,46,Shared path (cyclists-pedestrian),0.581771,0.674074,0.009375,0.016667
frame_4021.jpg,33,Speed 50 km/hr,0.584115,0.737037,0.008854,0.018519
frame_4021.jpg,46,Shared path (cyclists-pedestrian),0.584896,0.720833,0.010417,0.017593
frame_4021_2.jpg,33,Speed 50 km/hr,0.584115,0.737037,0.008854,0.018519
frame_4021_2.jpg,46,Shared path (cyclists-pedestrian),0.584896,0.720833,0.010417,0.017593
frame_4021_3.jpg,33,Speed 50 km/hr,0.584115,0.737037,0.008854,0.018519
frame_4021_3.jpg,46,Shared path (cyclists-pedestrian),0.584896,0.720833,0.010417,0.017593
frame_4021_5.jpg,33,Speed 50 km/hr,0.584115,0.737037,0.008854,0.018519
frame_4021_5.jpg,46,Shared path (cyclists-pedestrian),0.584896,0.720833,0.010417,0.017593
frame_4021_6.jpg,33,Speed 50 km/hr,0.584115,0.737037,0.008854,0.018519
frame_4021_6.jpg,46,Shared path (cyclists-pedestrian),0.584896,0.720833,0.010417,0.017593
frame_4021_8.jpg,33,Speed 50 km/hr,0.584115,0.737037,0.008854,0.018519
frame_4021_8.jpg,46,Shared path (cyclists-pedestrian),0.584896,0.720833,0.010417,0.017593
frame_4022.jpg,33,Speed 50 km/hr,0.618490,0.724074,0.008854,0.018519
frame_4022.jpg,46,Shared path (cyclists-pedestrian),0.619271,0.704630,0.011458,0.016667
frame_4022_2.jpg,33,Speed 50 km/hr,0.618490,0.724074,0.008854,0.018519
frame_4022_2.jpg,46,Shared path (cyclists-pedestrian),0.619271,0.704630,0.011458,0.016667
frame_4022_3.jpg,33,Speed 50 km/hr,0.618490,0.724074,0.008854,0.018519
frame_4022_3.jpg,46,Shared path (cyclists-pedestrian),0.619271,0.704630,0.011458,0.016667
frame_4022_5.jpg,33,Speed 50 km/hr,0.618490,0.724074,0.008854,0.018519
frame_4022_5.jpg,46,Shared path (cyclists-pedestrian),0.619271,0.704630,0.011458,0.016667
frame_4022_6.jpg,33,Speed 50 km/hr,0.618490,0.724074,0.008854,0.018519
frame_4022_6.jpg,46,Shared path (cyclists-pedestrian),0.619271,0.704630,0.011458,0.016667
frame_4022_8.jpg,33,Speed 50 km/hr,0.618490,0.724074,0.008854,0.018519
frame_4022_8.jpg,46,Shared path (cyclists-pedestrian),0.619271,0.704630,0.011458,0.016667
frame_4023.jpg,33,Speed 50 km/hr,0.651563,0.621759,0.010417,0.023148
frame_4023.jpg,46,Shared path (cyclists-pedestrian),0.651563,0.597685,0.013542,0.021296
frame_4023_2.jpg,33,Speed 50 km/hr,0.651563,0.621759,0.010417,0.023148
frame_4023_2.jpg,46,Shared path (cyclists-pedestrian),0.651563,0.597685,0.013542,0.021296
frame_4023_3.jpg,33,Speed 50 km/hr,0.651563,0.621759,0.010417,0.023148
frame_4023_3.jpg,46,Shared path (cyclists-pedestrian),0.651563,0.597685,0.013542,0.021296
frame_4023_5.jpg,33,Speed 50 km/hr,0.651563,0.621759,0.010417,0.023148
frame_4023_5.jpg,46,Shared path (cyclists-pedestrian),0.651563,0.597685,0.013542,0.021296
frame_4023_6.jpg,33,Speed 50 km/hr,0.651563,0.621759,0.010417,0.023148
frame_4023_6.jpg,46,Shared path (cyclists-pedestrian),0.651563,0.597685,0.013542,0.021296
frame_4023_8.jpg,33,Speed 50 km/hr,0.651563,0.621759,0.010417,0.023148
frame_4023_8.jpg,46,Shared path (cyclists-pedestrian),0.651563,0.597685,0.013542,0.021296
frame_4024.jpg,33,Speed 50 km/hr,0.608594,0.650926,0.014063,0.029630
frame_4024.jpg,46,Shared path (cyclists-pedestrian),0.609896,0.620833,0.014583,0.026852
frame_4024_2.jpg,33,Speed 50 km/hr,0.608594,0.650926,0.014063,0.029630
frame_4024_2.jpg,46,Shared path (cyclists-pedestrian),0.609896,0.620833,0.014583,0.026852
frame_4024_3.jpg,33,Speed 50 km/hr,0.608594,0.650926,0.014063,0.029630
frame_4024_3.jpg,46,Shared path (cyclists-pedestrian),0.609896,0.620833,0.014583,0.026852
frame_4024_5.jpg,33,Speed 50 km/hr,0.608594,0.650926,0.014063,0.029630
frame_4024_5.jpg,46,Shared path (cyclists-pedestrian),0.609896,0.620833,0.014583,0.026852
frame_4024_6.jpg,33,Speed 50 km/hr,0.608594,0.650926,0.014063,0.029630
frame_4024_6.jpg,46,Shared path (cyclists-pedestrian),0.609896,0.620833,0.014583,0.026852
frame_4024_8.jpg,33,Speed 50 km/hr,0.608594,0.650926,0.014063,0.029630
frame_4024_8.jpg,46,Shared path (cyclists-pedestrian),0.609896,0.620833,0.014583,0.026852
frame_4025.jpg,46,Shared path (cyclists-pedestrian),0.663021,0.549537,0.021875,0.037963
frame_4025.jpg,33,Speed 50 km/hr,0.661198,0.585648,0.020313,0.036111
frame_4025_2.jpg,46,Shared path (cyclists-pedestrian),0.663021,0.549537,0.021875,0.037963
frame_4025_2.jpg,33,Speed 50 km/hr,0.661198,0.585648,0.020313,0.036111
frame_4025_3.jpg,46,Shared path (cyclists-pedestrian),0.663021,0.549537,0.021875,0.037963
frame_4025_3.jpg,33,Speed 50 km/hr,0.661198,0.585648,0.020313,0.036111
frame_4025_5.jpg,46,Shared path (cyclists-pedestrian),0.663021,0.549537,0.021875,0.037963
frame_4025_5.jpg,33,Speed 50 km/hr,0.661198,0.585648,0.020313,0.036111
frame_4025_6.jpg,46,Shared path (cyclists-pedestrian),0.663021,0.549537,0.021875,0.037963
frame_4025_6.jpg,33,Speed 50 km/hr,0.661198,0.585648,0.020313,0.036111
frame_4025_8.jpg,46,Shared path (cyclists-pedestrian),0.663021,0.549537,0.021875,0.037963
frame_4025_8.jpg,33,Speed 50 km/hr,0.661198,0.585648,0.020313,0.036111
frame_4026.jpg,46,Shared path (cyclists-pedestrian),0.739323,0.565741,0.030729,0.051852
frame_4026.jpg,33,Speed 50 km/hr,0.738021,0.619444,0.025000,0.055556
frame_4026_2.jpg,46,Shared path (cyclists-pedestrian),0.739323,0.565741,0.030729,0.051852
frame_4026_2.jpg,33,Speed 50 km/hr,0.738021,0.619444,0.025000,0.055556
frame_4026_3.jpg,46,Shared path (cyclists-pedestrian),0.739323,0.565741,0.030729,0.051852
frame_4026_3.jpg,33,Speed 50 km/hr,0.738021,0.619444,0.025000,0.055556
frame_4026_5.jpg,46,Shared path (cyclists-pedestrian),0.739323,0.565741,0.030729,0.051852
frame_4026_5.jpg,33,Speed 50 km/hr,0.738021,0.619444,0.025000,0.055556
frame_4026_6.jpg,46,Shared path (cyclists-pedestrian),0.739323,0.565741,0.030729,0.051852
frame_4026_6.jpg,33,Speed 50 km/hr,0.738021,0.619444,0.025000,0.055556
frame_4026_8.jpg,46,Shared path (cyclists-pedestrian),0.739323,0.565741,0.030729,0.051852
frame_4026_8.jpg,33,Speed 50 km/hr,0.738021,0.619444,0.025000,0.055556
frame_4027.jpg,33,Speed 50 km/hr,0.909115,0.524074,0.045312,0.094444
frame_4027.jpg,46,Shared path (cyclists-pedestrian),0.906510,0.426852,0.061979,0.098148
frame_4027.jpg,27,Pedestrian walk,0.501302,0.618981,0.029687,0.013889
frame_4027_2.jpg,33,Speed 50 km/hr,0.909115,0.524074,0.045312,0.094444
frame_4027_2.jpg,46,Shared path (cyclists-pedestrian),0.906510,0.426852,0.061979,0.098148
frame_4027_2.jpg,27,Pedestrian walk,0.501302,0.618981,0.029687,0.013889
frame_4027_3.jpg,33,Speed 50 km/hr,0.909115,0.524074,0.045312,0.094444
frame_4027_3.jpg,46,Shared path (cyclists-pedestrian),0.906510,0.426852,0.061979,0.098148
frame_4027_3.jpg,27,Pedestrian walk,0.501302,0.618981,0.029687,0.013889
frame_4027_5.jpg,33,Speed 50 km/hr,0.909115,0.524074,0.045312,0.094444
frame_4027_5.jpg,46,Shared path (cyclists-pedestrian),0.906510,0.426852,0.061979,0.098148
frame_4027_5.jpg,27,Pedestrian walk,0.501302,0.618981,0.029687,0.013889
frame_4027_6.jpg,33,Speed 50 km/hr,0.909115,0.524074,0.045312,0.094444
frame_4027_6.jpg,46,Shared path (cyclists-pedestrian),0.906510,0.426852,0.061979,0.098148
frame_4027_6.jpg,27,Pedestrian walk,0.501302,0.618981,0.029687,0.013889
frame_4027_8.jpg,33,Speed 50 km/hr,0.909115,0.524074,0.045312,0.094444
frame_4027_8.jpg,46,Shared path (cyclists-pedestrian),0.906510,0.426852,0.061979,0.098148
frame_4027_8.jpg,27,Pedestrian walk,0.501302,0.618981,0.029687,0.013889
frame_4028.jpg,27,Pedestrian walk,0.497135,0.641667,0.032813,0.016667
frame_4028_2.jpg,27,Pedestrian walk,0.497135,0.641667,0.032813,0.016667
frame_4028_3.jpg,27,Pedestrian walk,0.497135,0.641667,0.032813,0.016667
frame_4028_5.jpg,27,Pedestrian walk,0.497135,0.641667,0.032813,0.016667
frame_4028_6.jpg,27,Pedestrian walk,0.497135,0.641667,0.032813,0.016667
frame_4028_8.jpg,27,Pedestrian walk,0.497135,0.641667,0.032813,0.016667
frame_4029.jpg,27,Pedestrian walk,0.492708,0.625000,0.038542,0.020370
frame_4029_2.jpg,27,Pedestrian walk,0.492708,0.625000,0.038542,0.020370
frame_4029_3.jpg,27,Pedestrian walk,0.492708,0.625000,0.038542,0.020370
frame_4029_5.jpg,27,Pedestrian walk,0.492708,0.625000,0.038542,0.020370
frame_4029_6.jpg,27,Pedestrian walk,0.492708,0.625000,0.038542,0.020370
frame_4029_8.jpg,27,Pedestrian walk,0.492708,0.625000,0.038542,0.020370
frame_4030.jpg,27,Pedestrian walk,0.514844,0.603241,0.045312,0.023148
frame_4030_2.jpg,27,Pedestrian walk,0.514844,0.603241,0.045312,0.023148
frame_4030_3.jpg,27,Pedestrian walk,0.514844,0.603241,0.045312,0.023148
frame_4030_5.jpg,27,Pedestrian walk,0.514844,0.603241,0.045312,0.023148
frame_4030_6.jpg,27,Pedestrian walk,0.514844,0.603241,0.045312,0.023148
frame_4030_8.jpg,27,Pedestrian walk,0.514844,0.603241,0.045312,0.023148
frame_4031.jpg,27,Pedestrian walk,0.506250,0.583796,0.055208,0.023148
frame_4031_2.jpg,27,Pedestrian walk,0.506250,0.583796,0.055208,0.023148
frame_4031_3.jpg,27,Pedestrian walk,0.506250,0.583796,0.055208,0.023148
frame_4031_5.jpg,27,Pedestrian walk,0.506250,0.583796,0.055208,0.023148
frame_4031_6.jpg,27,Pedestrian walk,0.506250,0.583796,0.055208,0.023148
frame_4031_8.jpg,27,Pedestrian walk,0.506250,0.583796,0.055208,0.023148
frame_4032.jpg,27,Pedestrian walk,0.477083,0.544907,0.072917,0.021296
frame_4032_2.jpg,27,Pedestrian walk,0.477083,0.544907,0.072917,0.021296
frame_4032_3.jpg,27,Pedestrian walk,0.477083,0.544907,0.072917,0.021296
frame_4032_5.jpg,27,Pedestrian walk,0.477083,0.544907,0.072917,0.021296
frame_4032_6.jpg,27,Pedestrian walk,0.477083,0.544907,0.072917,0.021296
frame_4032_8.jpg,27,Pedestrian walk,0.477083,0.544907,0.072917,0.021296
frame_4033.jpg,27,Pedestrian walk,0.495052,0.493519,0.100521,0.046296
frame_4033_2.jpg,27,Pedestrian walk,0.495052,0.493519,0.100521,0.046296
frame_4033_3.jpg,27,Pedestrian walk,0.495052,0.493519,0.100521,0.046296
frame_4033_5.jpg,27,Pedestrian walk,0.495052,0.493519,0.100521,0.046296
frame_4033_6.jpg,27,Pedestrian walk,0.495052,0.493519,0.100521,0.046296
frame_4033_8.jpg,27,Pedestrian walk,0.495052,0.493519,0.100521,0.046296
frame_4034.jpg,27,Pedestrian walk,0.466406,0.265741,0.154688,0.064815
frame_4034_2.jpg,27,Pedestrian walk,0.466406,0.265741,0.154688,0.064815
frame_4034_3.jpg,27,Pedestrian walk,0.466406,0.265741,0.154688,0.064815
frame_4034_5.jpg,27,Pedestrian walk,0.466406,0.265741,0.154688,0.064815
frame_4034_6.jpg,27,Pedestrian walk,0.466406,0.265741,0.154688,0.064815
frame_4034_8.jpg,27,Pedestrian walk,0.466406,0.265741,0.154688,0.064815
frame_409.jpg,13,Passing right mand.,0.224479,0.371296,0.014583,0.031481
frame_409_2.jpg,13,Passing right mand.,0.224479,0.371296,0.014583,0.031481
frame_409_3.jpg,13,Passing right mand.,0.224479,0.371296,0.014583,0.031481
frame_409_5.jpg,13,Passing right mand.,0.224479,0.371296,0.014583,0.031481
frame_409_6.jpg,13,Passing right mand.,0.224479,0.371296,0.014583,0.031481
frame_409_8.jpg,13,Passing right mand.,0.224479,0.371296,0.014583,0.031481
frame_40_2.jpg,11,Turning right mand.,0.602344,0.530093,0.015104,0.026852
frame_40_2.jpg,7,Red light (Stop),0.395313,0.473148,0.030208,0.024074
frame_40_2.jpg,7,Red light (Stop),0.426563,0.474537,0.025000,0.019444
frame_40_2.jpg,47,Straight ahead or right mand.,0.482292,0.571296,0.019792,0.033333
frame_40_3.jpg,11,Turning right mand.,0.602344,0.530093,0.015104,0.026852
frame_40_3.jpg,7,Red light (Stop),0.395313,0.473148,0.030208,0.024074
frame_40_3.jpg,7,Red light (Stop),0.426563,0.474537,0.025000,0.019444
frame_40_3.jpg,47,Straight ahead or right mand.,0.482292,0.571296,0.019792,0.033333
frame_40_5.jpg,11,Turning right mand.,0.602344,0.530093,0.015104,0.026852
frame_40_5.jpg,7,Red light (Stop),0.395313,0.473148,0.030208,0.024074
frame_40_5.jpg,7,Red light (Stop),0.426563,0.474537,0.025000,0.019444
frame_40_5.jpg,47,Straight ahead or right mand.,0.482292,0.571296,0.019792,0.033333
frame_40_6.jpg,11,Turning right mand.,0.602344,0.530093,0.015104,0.026852
frame_40_6.jpg,7,Red light (Stop),0.395313,0.473148,0.030208,0.024074
frame_40_6.jpg,7,Red light (Stop),0.426563,0.474537,0.025000,0.019444
frame_40_6.jpg,47,Straight ahead or right mand.,0.482292,0.571296,0.019792,0.033333
frame_40_8.jpg,11,Turning right mand.,0.602344,0.530093,0.015104,0.026852
frame_40_8.jpg,7,Red light (Stop),0.395313,0.473148,0.030208,0.024074
frame_40_8.jpg,7,Red light (Stop),0.426563,0.474537,0.025000,0.019444
frame_40_8.jpg,47,Straight ahead or right mand.,0.482292,0.571296,0.019792,0.033333
frame_41.jpg,11,Turning right mand.,0.684115,0.522222,0.024479,0.051852
frame_41.jpg,7,Red light (Stop),0.428646,0.460648,0.029167,0.021296
frame_41.jpg,7,Red light (Stop),0.462500,0.459722,0.025000,0.019444
frame_41.jpg,47,Straight ahead or right mand.,0.522396,0.570833,0.020833,0.034259
frame_411.jpg,1,Green light (Go),0.508594,0.380556,0.015104,0.061111
frame_411.jpg,1,Green light (Go),0.358073,0.269907,0.033854,0.026852
frame_411.jpg,13,Passing right mand.,0.143490,0.395370,0.019271,0.042593
frame_411_2.jpg,1,Green light (Go),0.508594,0.380556,0.015104,0.061111
frame_411_2.jpg,1,Green light (Go),0.358073,0.269907,0.033854,0.026852
frame_411_2.jpg,13,Passing right mand.,0.143490,0.395370,0.019271,0.042593
frame_411_3.jpg,1,Green light (Go),0.508594,0.380556,0.015104,0.061111
frame_411_3.jpg,1,Green light (Go),0.358073,0.269907,0.033854,0.026852
frame_411_3.jpg,13,Passing right mand.,0.143490,0.395370,0.019271,0.042593
frame_411_5.jpg,1,Green light (Go),0.508594,0.380556,0.015104,0.061111
frame_411_5.jpg,1,Green light (Go),0.358073,0.269907,0.033854,0.026852
frame_411_5.jpg,13,Passing right mand.,0.143490,0.395370,0.019271,0.042593
frame_411_6.jpg,1,Green light (Go),0.508594,0.380556,0.015104,0.061111
frame_411_6.jpg,1,Green light (Go),0.358073,0.269907,0.033854,0.026852
frame_411_6.jpg,13,Passing right mand.,0.143490,0.395370,0.019271,0.042593
frame_411_8.jpg,1,Green light (Go),0.508594,0.380556,0.015104,0.061111
frame_411_8.jpg,1,Green light (Go),0.358073,0.269907,0.033854,0.026852
frame_411_8.jpg,13,Passing right mand.,0.143490,0.395370,0.019271,0.042593
frame_412.jpg,1,Green light (Go),0.361719,0.245833,0.048438,0.030556
frame_412.jpg,1,Green light (Go),0.538021,0.369444,0.013542,0.050000
frame_412.jpg,13,Passing right mand.,0.122917,0.395833,0.021875,0.045370
frame_412_2.jpg,1,Green light (Go),0.361719,0.245833,0.048438,0.030556
frame_412_2.jpg,1,Green light (Go),0.538021,0.369444,0.013542,0.050000
frame_412_2.jpg,13,Passing right mand.,0.122917,0.395833,0.021875,0.045370
frame_412_3.jpg,1,Green light (Go),0.361719,0.245833,0.048438,0.030556
frame_412_3.jpg,1,Green light (Go),0.538021,0.369444,0.013542,0.050000
frame_412_3.jpg,13,Passing right mand.,0.122917,0.395833,0.021875,0.045370
frame_412_5.jpg,1,Green light (Go),0.361719,0.245833,0.048438,0.030556
frame_412_5.jpg,1,Green light (Go),0.538021,0.369444,0.013542,0.050000
frame_412_5.jpg,13,Passing right mand.,0.122917,0.395833,0.021875,0.045370
frame_412_6.jpg,1,Green light (Go),0.361719,0.245833,0.048438,0.030556
frame_412_6.jpg,1,Green light (Go),0.538021,0.369444,0.013542,0.050000
frame_412_6.jpg,13,Passing right mand.,0.122917,0.395833,0.021875,0.045370
frame_412_8.jpg,1,Green light (Go),0.361719,0.245833,0.048438,0.030556
frame_412_8.jpg,1,Green light (Go),0.538021,0.369444,0.013542,0.050000
frame_412_8.jpg,13,Passing right mand.,0.122917,0.395833,0.021875,0.045370
frame_413.jpg,1,Green light (Go),0.377865,0.219444,0.048438,0.033333
frame_413.jpg,1,Green light (Go),0.576042,0.364815,0.016667,0.075926
frame_413.jpg,13,Passing right mand.,0.091667,0.389815,0.022917,0.048148
frame_4131.jpg,35,Yield,0.724740,0.681481,0.031771,0.053704
frame_4131_2.jpg,35,Yield,0.724740,0.681481,0.031771,0.053704
frame_4131_3.jpg,35,Yield,0.724740,0.681481,0.031771,0.053704
frame_4131_5.jpg,35,Yield,0.724740,0.681481,0.031771,0.053704
frame_4131_6.jpg,35,Yield,0.724740,0.681481,0.031771,0.053704
frame_4131_8.jpg,35,Yield,0.724740,0.681481,0.031771,0.053704
frame_4132.jpg,35,Yield,0.797396,0.600000,0.038542,0.064815
frame_4132_2.jpg,35,Yield,0.797396,0.600000,0.038542,0.064815
frame_4132_3.jpg,35,Yield,0.797396,0.600000,0.038542,0.064815
frame_4132_5.jpg,35,Yield,0.797396,0.600000,0.038542,0.064815
frame_4132_6.jpg,35,Yield,0.797396,0.600000,0.038542,0.064815
frame_4132_8.jpg,35,Yield,0.797396,0.600000,0.038542,0.064815
frame_4133.jpg,35,Yield,0.852344,0.628704,0.045312,0.085185
frame_4133_2.jpg,35,Yield,0.852344,0.628704,0.045312,0.085185
frame_4133_3.jpg,35,Yield,0.852344,0.628704,0.045312,0.085185
frame_4133_5.jpg,35,Yield,0.852344,0.628704,0.045312,0.085185
frame_4133_6.jpg,35,Yield,0.852344,0.628704,0.045312,0.085185
frame_4133_8.jpg,35,Yield,0.852344,0.628704,0.045312,0.085185
frame_413_2.jpg,1,Green light (Go),0.377865,0.219444,0.048438,0.033333
frame_413_2.jpg,1,Green light (Go),0.576042,0.364815,0.016667,0.075926
frame_413_2.jpg,13,Passing right mand.,0.091667,0.389815,0.022917,0.048148
frame_413_3.jpg,1,Green light (Go),0.377865,0.219444,0.048438,0.033333
frame_413_3.jpg,1,Green light (Go),0.576042,0.364815,0.016667,0.075926
frame_413_3.jpg,13,Passing right mand.,0.091667,0.389815,0.022917,0.048148
frame_413_5.jpg,1,Green light (Go),0.377865,0.219444,0.048438,0.033333
frame_413_5.jpg,1,Green light (Go),0.576042,0.364815,0.016667,0.075926
frame_413_5.jpg,13,Passing right mand.,0.091667,0.389815,0.022917,0.048148
frame_413_6.jpg,1,Green light (Go),0.377865,0.219444,0.048438,0.033333
frame_413_6.jpg,1,Green light (Go),0.576042,0.364815,0.016667,0.075926
frame_413_6.jpg,13,Passing right mand.,0.091667,0.389815,0.022917,0.048148
frame_413_8.jpg,1,Green light (Go),0.377865,0.219444,0.048438,0.033333
frame_413_8.jpg,1,Green light (Go),0.576042,0.364815,0.016667,0.075926
frame_413_8.jpg,13,Passing right mand.,0.091667,0.389815,0.022917,0.048148
frame_414.jpg,1,Green light (Go),0.376563,0.231019,0.053125,0.041667
frame_414.jpg,1,Green light (Go),0.608594,0.390741,0.018229,0.075926
frame_414_2.jpg,1,Green light (Go),0.376563,0.231019,0.053125,0.041667
frame_414_2.jpg,1,Green light (Go),0.608594,0.390741,0.018229,0.075926
frame_414_3.jpg,1,Green light (Go),0.376563,0.231019,0.053125,0.041667
frame_414_3.jpg,1,Green light (Go),0.608594,0.390741,0.018229,0.075926
frame_414_5.jpg,1,Green light (Go),0.376563,0.231019,0.053125,0.041667
frame_414_5.jpg,1,Green light (Go),0.608594,0.390741,0.018229,0.075926
frame_414_6.jpg,1,Green light (Go),0.376563,0.231019,0.053125,0.041667
frame_414_6.jpg,1,Green light (Go),0.608594,0.390741,0.018229,0.075926
frame_414_8.jpg,1,Green light (Go),0.376563,0.231019,0.053125,0.041667
frame_414_8.jpg,1,Green light (Go),0.608594,0.390741,0.018229,0.075926
frame_415.jpg,1,Green light (Go),0.655469,0.431019,0.022396,0.087963
frame_415.jpg,1,Green light (Go),0.392188,0.241204,0.060417,0.037963
frame_4156.jpg,38,School zone starts (speed limit),0.535937,0.612500,0.006250,0.015741
frame_4156.jpg,39,Speed 30 km/hr,0.536198,0.628704,0.006771,0.016667
frame_4156_2.jpg,38,School zone starts (speed limit),0.535937,0.612500,0.006250,0.015741
frame_4156_2.jpg,39,Speed 30 km/hr,0.536198,0.628704,0.006771,0.016667
